teacher,Question,Answer
권태운,"교재 76p 3번 문제 답이 왜 플러스 10인가요?도저히 이해가
안가네요. ","안녕하세요~조교쌤이에요~
절댓값이 11인 음수 a와 절댓값이 21인 음수b에 대하여 a-b의 값을 구하라는 문제입니다.
a가 될 수 있는 수
-11, +11
중 음수 a이므로 -11"
권태운,13강에 58p bqjs 첫 문제 답이 왜 1번인가요? ,"안녕하세요~조교쌤이에요~
우리학생이 말한 강의를 찾아보니 강의하신 내용은"
권태운,12강에 나온 유정자씨는 실존 인물인가요? ,"안녕하세요~ 신*레 학생
선생님께서 유리수, 정수, 자연수 설명하시면서 예를 들어준
유정자씨는요.^^ 선생님이 강의에서 설명하셨듯이~
선생님의 첫사랑 이름입니다!
 "
권태운,웹갈피 어떻게 이용하나요? ,"안녕하세요~ 신*레 친구!
이부분은 고객센터로 문의하면
상담 선생님이 친절하게 알려줄꺼에요.^^
 1588-1580으로 문의 부탁드려요!  "
권태운,"수학을 재미있고 효과적으로 잘 할 수 있는 방법은 무었인가요?
꿀팁 부탁드립니다. ","안녕하세요~조교쌤이에요~
수학을 재미있고 효과적으로 잘 할 수 있는 방법은,
열심히 잘 하는 게 방법이 아닐까요?
뭐든 좋아하면 재미있어지는 거겠죠?
어떤 과목이든 좋아하기 쉽지는 않겠죠~"
권태운,교재 154쪽의 6번 (기차문제) 에서 x=5분의 1 이라고 해서 답이 200 m 가 됬는데 왜 200이 되나요 ,"안녕하세요~조교쌤이에요~
1+x/360=12/3600
10(1+x)=12
5(x+1)=6
5x+5=6
5x=1
x=1/5
1/5km = 200m가 됩니다.
1km=1000m"
권태운,"왜 5분의1이 200이 되나요?,, ","안녕하세요~조교쌤이에요~
우리학생 질문을 다시 해주세요.
어떤 강좌의 몇강의 몇번이나 몇분부분이라거나,
교재명과 페이지, 번호로 알려주셔야 정확한 답변을 드릴 수 있어요~
혹시 위 질문이 1km의 1/5 이라면."
권태운,(10x+7 ) 아닌가요 왜 (x+7) 인가요,"안녕하세요~조교쌤이에요~
각 자리의 숫자의 합이라고 했으므로,
37
의 각 자리의 숫자의 합은
3+7이므로
일의 자리의 숫자가 7인 두 자리의 자연수이므로10x+7의 각 자리의 숫자의 합 이므로
x+7이 됩니다. "
권태운,교재 140쪽에 5번 계속 풀어도 왜 답이 3번인지 모르겠어요 ,"안녕하세요~조교쌤이에요~
0.1x+1/5(3a-2x)=2.4의 해가 음의 정수라고 했으므로 식을 우선 정리합니다.
양변에 10을 곱하면,
x+2(3a-2x)=24
분배법칙을 하면,"
권태운,"교재 17페이지에 약수 개수 구하는 표가 나와있잖아요
소인수분해를 해서 세 수의 곱이 나오면
어떻게 표를 만들어야 하나요?
예를 들면 2*3^2*5 같이요","안녕하세요~조교쌤이에요~
소인수가 2개일 때는 평면으로 표를 만들 수 있지만,
3개의 수라면, 입체가 됩니다.
직육면체 밑면의 가로에 1, 2
밑면의 세로에 1, 3, 9"
권태운,"교재 76p 3번 문제 답이 왜 플러스 10인가요?도저히 이해가
안가네요. ","안녕하세요~조교쌤이에요~
절댓값이 11인 음수 a와 절댓값이 21인 음수b에 대하여 a-b의 값을 구하라는 문제입니다.
a가 될 수 있는 수
-11, +11
중 음수 a이므로 -11"
권태운,"항은 곱으로만 이루어진 식인데
왜 -3x^2+7x-5에서 항이 3개인가요?
풀어쓰면 -3*x^2+7*x-5가 되니 곱하기가 2개 있으므로 항은 2개 아닌가요?",안녕하세요~조교쌤이에요~
권태운,왜 5번이 답인지 이해가 안돼요,"안녕하세요~조교쌤이에요~
우리친구 앞선 질문과 연관지어서 보니,
비율에 대한 개념이 아직 이해가 안된거 같아보입니다.
우선 6학년의 비와 비율에 대한 부분만 다시 한번 복습해보고 오는것도 좋을 것 같네요.
농도라는것은"
권태운,어떻게 푸는지 모르겠어요,"안녕하세요~조교쌤이에요~
5퍼센트의 소금물 xg 10퍼센트의 소금물 yg을 섞었을 때, 이 소금물에 들어 있는 소금의 양을 문자를 사용한 식으로 나타내시오.
란 문제 맞을까요?
농도X소금물의 양=소금의 양이 되므로
5퍼센트의 소금물 xg 소금의 양+10퍼센트의 소금물 yg의 소금의 양"
권태운,"선생님! 강의 자체는 너무 유익하고 좋은데 선생님이 
카메라 앞으로 얼굴을 들이밀거나 수업도중에 웃게만들려고 
그런 농담이나 수업에 관계없는말은 삼가주셨으면 합니다.
선생님이 저희를 위해 그런다고 하시지만 저는 그런게 오히려 
더 부담스러운것 같아요! 그런거만 좀 줄이시면 좋을것 같습니다!","안녕하세요~조교쌤이에요~
우리학생~선생님이 강조하시려고 하시는 포인트를ㅎ
선생님을 위한 좋은 얘기라 생각하고 말씀드리겠습니다~"
권태운,"안녕하세요 선생님 개념익힘탑 36쪽에 22번이 이해가 가지 않아서요.
설명 부탁드려요, 최대한 자세하게 설명해주시면 감사드리겠습니다. ","안녕하세요~조교쌤이에요~
대각선의 개수가 119개라고 했으므로
n각형이라고 했을 때,
한 꼭짓점에서 그을 수 있는 대각선의 개수는 n-3(자기자신의 꼭짓점으로는 대각선을 그릴 수 없고, 이웃한 꼭짓점으로는 변이 되므로 3개가 빠집니다.)"
권태운,"개념익힘탑 34쪽 14번이 이해가 되지 않습니다.
자세한 설명부탁드려요.
2분의 n (n-3) 이런식 아닌가요? ","안녕하세요~조교쌤이에요~
우리학생이 말한식은 전체 대각선의 개수를 구하는 식이에요~
문제에서는 길이가 길이가 서로 다른 대각선의 개수를 구하라고 했으므로,
길이가 같은 것은 하나의 개수로 해야하므로 5개가 됩니다.
 "
권태운, 어떻게 푸나요?,"안녕하세요~조교쌤이에요~
어떤문제인지 알려주세요~^^ "
권태운,개념익힘탑 57쪽 67번에 3번처럼 네모 옆에 괄호가 있으면 어떻게 해야하나요?,"안녕하세요~조교쌤이에요~
x+5-(□)=2x+3
-(□)=2x+3-x-5
-(□)=x-2
□=-x+2"
권태운,"개념익힘탑 25쪽 삼각형의 미지수의 범위에서, 14번이 이해가
되지 않습니다.
자세히 설명 부탁드립니다. ","안녕하세요~조교쌤이에요~
우선 변의 길이는 양수이므로, x-3, x+2, x+4는 모두 양수가 됩니다.
그 중 가장 작은 x-3>0 ->x>3
가장 긴 변의 길이는 x+4이므로
가장 긴 변의 길이는 짧은 두 변의 길이의 합보다 짧아야 하므로,"
권태운,"선생님 4강 각의 대해서 문제풀이 체크 2 설명하실 때 각 cod가
25도가 나올수 있을까요 잘 이해가 되지가 않네요 설명 부탁드립니다 ","안녕하세요~조교쌤이에요~
평각인 180도에서 65도와 90도를 빼서 각COD는 25도가 됩니다~ "
권태운,"2강 직선 반직선 선분 강의에서
주제별 핵심 문제에서 옳지 않은것을 모두 고르면 문제에 오번이
왜 같은지 이해가 잘 되지않습니다.
거기에대해 자세한 설명 부탁드릴게요.
 ","안녕하세요~조교쌤이에요~
반직선은 시작과 방향이 같으면,
시작부터 그 방향으로 끝없이 연결되는 선입니다.(한쪽 방향으로만 곧게 뻗은 선)
그러므로 시작점과 방향이 같다면 두 반직선은 같은 반직선이 됩니다.
 "
권태운,"13강 20분쯤 피자문제
16800의 10%인 1680x3 을하고 16800에서 그 값을 빼도 되나요?","안녕하세요~조교쌤이에요~
할인한 금액이 16800원이므로
정가의 30프로를 뺀 금액이 16800원이므로 우리 학생이 말한 식으로 풀게 되면 틀린 풀이가 됩니다^^
정가에서 정가의 30프로를 뺀 금액이 16800원이므로 선생님께서 말씀하신 식인
aX70/100=16800"
권태운,"선생님 이건 학습질문인데요.
제가 작도와 합동 단원을 배우는데 교안이 필요하시다고 하더라고요.
그런데 저희 집에는 프린트기가 없어 교안 출력이 안되는데, 그냥 수업만 들어도 될까요? ","안녕하세요~조교쌤이에요~
자료실에 가 보면 PDF파일로 교안이 있습니다.
교안을 컴퓨터로 보시면서 강의를 들어보시면 어떨까요?
그려야하는 부분은 직접 종이에 따라서 그려보시면 될 것 같습니다^^ "
권태운,선생님 저 개념익힘탑 18쪽 107번이 이해가 되지 않습니다. ,안녕하세요~조교쌤이에요~
권태운,선생님 개념익힘탑 17쪽 99번이 이해가 되지 않습니다. ,안녕하세요~조교쌤이에요~
권태운,38번 문제가 이해되지 않아요,"안녕하세요~조교쌤이에요~
자연수 a에 대하여 f(a)를 a의 약
수의 개수라고 했으므로,"
권태운,선생님 저 109쪽에 6번을 잘 모르겠어요 배우었는 데도 모르겠어요 ,"안녕하세요~조교쌤이에요~
 시침이 1시간동안 움직이는 각의 크기는 360도/12시간=30도
10분 동안 시침이 움직인 각의 크기는 30X10/60=5도
분침이 1분동안 움직이는 각의 크기는 360도/60분=6도"
권태운,"선생님 개념 익힘탑 52쪽에 41,42,43번 문제를 모르겠어요 알려주세요.
 ",안녕하세요~조교쌤이에요~
권태운,"선생님 3강 두 점 사이의 거리 강의에서 개념확인 문제 3번이 이해가 되지 않아요
설명 부탁드릴게요 ","안녕하세요~조교쌤이에요~
삼각형은 대각선이 없습니다.
사각형은 한꼭짓점에서 한개의 대각선을 그릴 수 있죠.
(자기자신의 꼭짓점으로 대각선을 그릴 수 없어요. 이웃한 꼭짓점으로는 변이 있으므로 대각선을 그릴 수 없어요.->그러므로 3개가 빠지게 됩니다.)"
권태운,"선생님, 선과 면이 만나서 생기는 점은 항상 선과 면이 만나는 가운데가 교점이 되는 건가요?
 ","안녕하세요~조교쌤이에요~
선과 면이 만나는 가운데가 어디일까요?
선과 면이 한점에서 만나는 그 점이 교점이 됩니다.
혹시 이해가 안되는 문제가 있었다면, 교재명 페이지 번호를 알려주면 다시 답변해드릴께요~
 "
권태운,"다운로드 어떻게 하나요?
 ","안녕하세요~조교쌤이에요~
화면왼쪽 상단에
고객센터를 누르시면, 검색창아래에 다운로드서비스 항목이 있습니다.
클릭하시면 다운로드 방법이 나와 있어요~
 "
권태운,"거리와 속력을 구할 때 X를 미지수로 정하기가 어려워요.
속력은 거의 대부분 쓰레기 인데 가끔씩 쓰레기가 아닌것 도 있어서 복잡해요
어떤것을 미지수로 잡고 해야 해요? ","안녕하세요~조교쌤이에요~
 거리와 속력을 구할 때 X를 미지수로 정하기가 어려워요.
속력은 거의 대부분 쓰레기 인데 가끔씩 쓰레기가 아닌것 도 있어서 복잡해요
어떤것을 미지수로 잡고 해야 해요? "
권태운,특별강의 문자와식 19번 어떻게 풀어요 ,"안녕하세요~조교쌤이에요~
 "
권태운,"일차방정식을 어떻게해야 빠르고 정확하게 풀수있나요
 ","안녕하세요~조교쌤이에요~
쉬운식부터 이항을 생략하지말고
식을 정리하면서 적어가면서 풀어보세요.
그리고 익숙해지면 간단히 적으면서 연습해보도록하시구요~
복잡한식에서의 일차방정식에서는 유리수의 분모의 최소공배수의 곱을 항을 빠지지않고 계산했는지 확인하면서,"
권태운,0.2X-3분의2=5분의6(X=0.75)는어떻게푸나요 ,안녕하세요~조교쌤이에요~
권태운,혹시 개념 익힘탑 7쪽 35번 문제에 뒤집힌 T자모양의 기호가 무엇인가요? ,"안녕하세요~조교쌤이에요~
수직표시입니다~ "
권태운,,안녕하세요~조교쌤입니다~
권태운,,안녕하세요~조교쌤이에요~
권태운,선셍님 왜 대각선의 개수는 2분의 n-3인가요?,"안녕하세요~조교쌤이에요~
삼각형은 대각선이 없습니다.
사각형은 한꼭짓점에서 한개의 대각선을 그릴 수 있죠.
(자기자신의 꼭짓점으로 대각선을 그릴 수 없어요. 이웃한 꼭짓점으로는 변이 있으므로 대각선을 그릴 수 없어요.->그러므로 3개가 빠지게 됩니다.)"
권태운,"13강 6분 23초에서 왜 같은 평면에 있는 모서리인 선분 AB, 선분 BC, 선분 CD, 선분 DE는 꼬인 위치가 아닌가요 ? 선분 AB랑 선분 ED는 만나니까 안된다는 걸 알겠는데 선분 BC랑 선분 CD는 왜 평행도 안하고 만나지도 않는데 꼬인 위치가 아닌가요 ? ","안녕하세요~조교쌤이에요~
한평면에서 평행하지 않고, 일치하는 선이 아니라면,
언젠가는 만나는 선이됩니다.
꼬인위치의 모서리를 찾는 문제에서 선은 끝없이 이어지는 직선으로 생각하셔야 해요~
 "
권태운,"1강 거듭제곱에서 교재 13페이지 1번문제에 a
가 4인데  단, a,b,c는 서로 다른 `소수`이다
라고 표기되어있는 이유가 궁금합니다 ","안녕하세요~조교쌤이에요~
a, b, c(밑)이 소수라는 조건이 없다면,
예를 들어 1이 될 경우도 있기때문에 밑의 조건을 준거에요~
  "
권태운,선생님 개념 익힘탑 강의는 어디서 듣나요?,"안녕하세요~조교쌤이에요~
개념익힘탑에 대한 강의는 따로 없습니다~
투탑교재에 대한 진도북에대한 문제강의를 보고 질문이 있으면 물어봐주세요~
 "
권태운,132pg c번 문제 1.2번 개념이해좀 부탁드려요.,"안녕하세요~조교쌤이에요~
복잡한 일차방정식의 해를 구할 때는 식을 정리해서 구하는 게 더 간단하게 푸는 방법입니다."
권태운,"이 문제를 어떻게 풀고 개념이 뭔지 모르겠어요......
 다음 계급의 상대도수의 비를 가장 간단한 자연수의 비로 나타내라고 하고 이렇게 써있어요.
a, b 두 학교의 도수의 총합의 비는 2 : 3이고 어떤 계급의 도수의 비는 6 : 5 ","안녕하세요~조교쌤에이요~
a, b 두 학교의 도수의 총합의 비는 2 : 3이고 어떤 계급의 도수의 비는 6 : 5 이므로
총합의 비를 2x:3x로
어떤 계급의 도수의 비를 6y:5y로 놓고 풀면"
권태운,"X=0도 일차방정식이에요...?
 ","안녕하세요~조교쌤이에요~
네 일차방정식이 맞습니다~ "
권태운,방정식에 해를 구하는 문제에서 등식의 성질을 이용하여 문재를 풀어도 되나요....?,"안녕하세요~조교쌤이에요~
방정식의 해를 구하는 문제에서 등식의 성질을 이용해서 해를 구해야합니다^^
 "
권태운,인수와 약수는 같은뜻 인가요?,"안녕하세요~조교쌤이에요~
약수는 나누어 떨어지는 수이고,
인수는 곱해서 이루어지는 수입니다.
의미상으로는 같습니다.
 "
